PC9,VS_GLOBAL,SKU_1_2_SEARS,SKU_2_2_LIVERPOOL,MARCA,GENDER ,COLLECTION,USE_TYPE,LINE,NAME,DESCRIPTION,EXTENDED_DESCRIPTION,MATERIAL,COLOR,SPANISH_COLOR,SHOOTING,STATUS
45054886,04505-4886,-,1071693171,Levi's,Big & Tall,Big & Tall,Moda,Bottoms,505_ Levi_s© Regular Fit Big & Tall ,"Pantal¢n de mezclilla,  cintura alta,  corte recto,  cierre en bragueta,  pierna regular,   cinco bolsillos.","Elaborados por primera vez en 1967, los 505 _ Regular Fit Jeans cuentan con la cremallera original adem s de que son una de nuestras opciones m s populares. Amados por su cl sico estilo de piernas rectas, son cortados para ajustar en la cintura, c¢modos en todo el asiento, el muslo y directamente hasta el tobillo. Este pantal¢n de mezclilla es ideal para todos los tipos de cuerpo.",100% Algod¢n,Dark Sw,Obscuro,NO,-
746120000,74612-0000,3387819,-,Levi's,Juniors,Red Tab,B sico,Tops,Amber Romper,"Romper,cinturon y tirantes. ",Esta Amber Romper es la pieza ideal para mantenerte fresca y ligera con el mejor estilo.,"55% lino, 45% Algod¢n",Light Wash X,Azul claro ,SI,-
575920000,57592-0000,-,-,Levi's,Plus,Plus,B sico,Tops,Bebe Dress Plus,DROP,Esta Bebe Dress Plus se convertira en tu mejor aliada en esa ocasi¢n especial en que buscas lucir una figura impresionante,"64% Algod¢n, 36% Viscosa",Medium Light Wash,Drop,NO,-
749450000,74945-0000,4091302,1079003573,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Short Sleeve Big & Tall,"Camisa Big & Tall, Manga Corta,",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Archive Wash,Azul Claro,SI,-
696900010,69690-0010,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho,",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Archive Wash,Azul Claro,SI,-
696840011,69684-0011,3393543,1078875097,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Canty P Poplin Sunset Blue,Azul,SI,-
696840001,69684-0001,-,1079825689,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Seaworn Wash,Azul,SI,-
696840004,69684-0004,-,1078874996,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Baby Blue,Azul Claro,SI,-
696840013,69684-0013,3178763,1077757783,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Rawlings P Poplin Pembroke,Azul Marino,SI,-
696840010,69684-0010,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Cecil P Poplin Pembroke+,Azul Marino,SI,-
696840009,69684-0009,3178705,1077757732,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Folsom P Poplin Pembroke,Azul Marino,SI,-
696840031,69684-0031,-,1079822078,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Chambray Overdye Indigo,Azul Obscuro,SI,-
696840023,69684-0023,-,1079822027,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Colvin P Poplin Blue Shadow,Azul Obscuro,SI,-
696840012,69684-0012,3178763,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, O'toole P Poplin Ocean Blue,Azul Obscuro,SI,-
696840006,69684-0006,3178705,1078875046,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Ocean Blue,Azul Obscuro,SI,-
696840002,69684-0002,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Paper White,Blanco,SI,-
696840021,69684-0021,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Twilight Mauve,Caf‚,SI,-
696840003,69684-0003,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Grisaille,Gris Claro,SI,-
696840020,69684-0020,-,-,Dockers©,Men's,Red Tab,B sico,Tops,Alpha Icon Long Sleeve,"Camisa casual, Manga larga, Bolsillo al frente,Corte Fitted, Button down, Interior en contraste",Esta camisa Alpha Icon es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,100% Algod¢n, Mermaid,Verde Olivo,SI,-
697830010,69783-0010,4065472,1079826189,Dockers©,Men's,Red Tab,B sico,Tops,Convertible Sleeve Shirt,"Camisa casual, Manga larga con elevadores, Bolsilo con tapa en pecho, Button down,,",Esta camisa Convertible Sleeve es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Gustafson S Dobby Solace Blue,Azul Claro,SI,-
697830011,69783-0011,4047727,1079822175,Dockers©,Men's,Red Tab,B sico,Tops,Convertible Sleeve Shirt,"Camisa casual, Manga larga con elevadores, Bolsilo con tapa en pecho, Button down,,",Esta camisa Convertible Sleeve es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Gustafson S Dobby Ocean Blue,Azul Obscuro,SI,-
697830013,69783-0013,4065539,-,Dockers©,Men's,Red Tab,B sico,Tops,Convertible Sleeve Shirt,"Camisa casual, Manga larga con elevadores, Bolsilo con tapa en pecho, Button down,,",Esta camisa Convertible Sleeve es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Gustafson S Dobby Washed Red,Rojo,SI,-
697830014,69783-0014,4065597,-,Dockers©,Men's,Red Tab,B sico,Tops,Convertible Sleeve Shirt,"Camisa casual, Manga larga con elevadores, Bolsilo con tapa en pecho, Button down,,",Esta camisa Convertible Sleeve es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Gustafson S Dobby Trellis,Verde,SI,-
697000003,69700-0003,3295947,1078875194,Dockers©,Men's,Red Tab,B sico,Tops,Perf Seersucker Shirt,"Camisa casual, Manga Corte, Corte standard, Bolsillos con bot¢n, Wicking,",Esta camisa Perf Seersucker es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Busch S Seersucker Galaxy Blue,Azul,SI,-
697000001,69700-0001,3295880,1078875143,Dockers©,Men's,Red Tab,B sico,Tops,Perf Seersucker Shirt,"Camisa casual, Manga Corte, Corte standard, Bolsillos con bot¢n, Wicking,",Esta camisa Perf Seersucker es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Wilburn S Seersucker Ocean Blue,Azul Obscuro,SI,-
697000000,69700-0000,3295880,1079825883,Dockers©,Men's,Red Tab,B sico,Tops,Perf Seersucker Shirt,"Camisa casual, Manga Corte, Corte standard, Bolsillos con bot¢n, Wicking,",Esta camisa Perf Seersucker es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Poli‚ster", Sargent S Seersucker Ocean Blue,Azul Obscuro,SI,-
696920005,69692-0005,4065175,-,Dockers©,Men's,Red Tab,B sico,Tops,New Short Sleeve Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho, Lavado Ligero, Lyocell",Esta camisa Resort es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Lyocell", Macon Tencel Spa Blue,Azul,SI,-
696920000,69692-0000,-,-,Dockers©,Men's,Red Tab,B sico,Tops,New Short Sleeve Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho, Lavado Ligero, Lyocell",Esta camisa Resort es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Lyocell", Wilkes Tencel Mallard Blue,Azul Obscuro,SI,-
696920002,69692-0002,4065117,-,Dockers©,Men's,Red Tab,B sico,Tops,New Short Sleeve Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho, Lavado Ligero, Lyocell",Esta camisa Resort es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Lyocell", Darden Tencel Mallard Blue,Azul Obscuro,SI,-
696920001,69692-0001,4065050,1079825832,Dockers©,Men's,Red Tab,B sico,Tops,New Short Sleeve Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho, Lavado Ligero, Lyocell",Esta camisa Resort es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Lyocell", Lundy Tencel Blue Shadow,Azul Obscuro,SI,-
696920008,69692-0008,3393600,1078726423,Dockers©,Men's,Red Tab,B sico,Tops,New Short Sleeve Resort Shirt,"Camisa casual, Manga Corta, Corte relajado, Bolsillo en pecho, Lavado Ligero, Lyocell",Esta camisa Resort es esencial tiene todas las caracter¡sticas formales que necesita para un estilo pulido de lunes a viernes.,"60% Algod¢n, 40% Lyocell", Covey Tencel Egret,Blanco,SI,-
696520001,69652-0001,3388883,1078748362,Levi's,Juniors,Red Tab,B sico,Tops,Colorblock Cinched Hoodie,"Sudadera manga larga, cuello redondo,cintilla ajustable, gr fico al frente. ",Esta Cinched Colorblock Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,100% Algod¢n,Colorblock Raglan Hoodie Swim Blue/White+,Azul claro ,SI,-
745880001,74588-0001,-,1079025216,Levi's,Juniors,Red Tab,B sico,Tops,Cinched Hoodie,"Sudadera tipo crop, con gorro, cintillas ajustables,manga larga,bordado al frente,el stico ajustable en el ruedo, contraste de flores. ",Esta Cinched Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"90% Algod¢n, 10% Poli‚ster",Secret Garden Caviar,Negro,SI,-
745880000,74588-0000,3388940,1079025160,Levi's,Juniors,Red Tab,B sico,Tops,Cinched Hoodie,"Sudadera tipo crop, con gorro, cintillas ajustables,manga larga,bordado en el frente,el stico ajustable en el ruedo. ",Esta Cinched Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,100% Algod¢n,Solar Power,Mostaza,SI,-
349630030,34963-0030,-,1078638940,Levi's,Juniors,Juniors,B sico,Bottoms,Deconstructed Skirt ,"Falda de mezclilla con aplicaciones plateadas en costados, botones en bragueta.","Esta Deconstructed Skirt ser  tu nueva pronda favorita durante esta temporada. Fue creada para mezclarse f cilmente con tu estilo, utiliza con tu playera o top Leviïs© favoritos.",100% Algod¢n ,Diamond In The Rough Skirt , Azul Claro  ,SI,-
349630027,34963-0027,-,-,Levi's,Women's,Red Tab,B sico, Bottoms , Deconstructed Skirt ,"Falda de mezclilla, destrucci¢n parte inferior.","Esta falda vaquera Deconstructed Skirt es la silueta perfecta para a¤adir a tu armario esta temporada: ni demasiado larga ni demasiado corta, y con un corte frontal para mostrar un poco m s de pierna.", 100% Algod¢n , Ill Fated ,Negro,SI,-
349630023,34963-0023,-,-,Levi's,Women's,Red Tab,B sico, Bottoms , Deconstructed Skirt ,Falda de mezclilla.,"Esta falda vaquera Deconstructed Skirt es la silueta perfecta para a¤adir a tu armario esta temporada: ni demasiado larga ni demasiado corta, y con un corte frontal para mostrar un poco m s de pierna.", 100% Algod¢n , Middle Man ,Azul claro ,SI,-
359370004,35937-0004,-,1078582561,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Hoodie,"Suadadera con gorro, manga larga, gr fico al frente, bolsillo tipo canguro. ",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Good Sportswear Batwing Black,Negro,SI,-
359370016,35937-0016,-,1080070216,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Hoodie,"Suadadera con gorro, manga larga, gr fico al frente, bolsillo tipo canguro. ",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Housemark Hoodie Sachet Pink,Rosa ,SI,-
359370017,35937-0017,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Hoodie,"Sudadera con gorro, cintillas ajustables, bolsa tipo canguro, gr fico en el frente. ",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Housemark Hoodie Lemon Verbena,Amarillo,SI,-
359370018,35937-0018,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Hoodie,"Sudadera con gorro, cintillas ajustables, bolsa tipo canguro, gr fico en el frente. ",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Housemark Hoodie Xenon Blue,Azul ,SI,-
359370002,35937-0002,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Hoodie,"Sudadera con gorro, cintillas ajustables, bolsa tipo canguro, gr fico en el frente. ",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Good Sportswear Batwing White,Blanco,NO,-
696390002,69639-0002,4059417,1080070569,Levi's,Juniors,Red Tab,B sico,Tops,Graphic 'Unbasic' Hoodie,"Sudadera con gorro, manga larga, bolsillo tipo canguro, gr fico al frente.",Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,100% Algod¢n,Peanuts Squad T2 Hoodie White,Blanco,SI,-
696390001,69639-0001,-,1079660191,Levi's,Juniors,Red Tab,B sico,Tops,Graphic 'Unbasic' Hoodie,-,Esta Graphic Hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,100% Algod¢n,Holiday Unbasic Hoodie Smokestack ,-,SI,-
696720000,69672-0000,-,-,Levi's,Men's,Red Tab,Moda,Tops,Hooded Coach's Jacket,"Chamarra con capucha,  bolsas al frente.",Esta Hooded Coach Jacket tiene un look atl‚tico y una silueta que se adapta a todos los tipos de cuerpo.,100% Poliamida,Black,Negro,SI,-
698290003,69829-0003,-,-,Levi's,Women's,Red Tab,B sico,Tops,Annice Crew,"Sudadera,manga larga, con bordado al frente. ",Esta hoodie Annice Crew est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"85% Algod¢n, 15% Poli‚ster",Smokestack Heather,Gris,SI,-
745910000,74591-0000,-,-,Levi's,Men's,Red Tab,Moda,Tops,L Tab Panel Hoodie,"Sudadera concapucha, bolsa tipo canguro, detalles de construcci¢n y jaretas, gr fico al frente.",Esta hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"90% Algod¢n, 10% Poli‚ster",L-Tab Oversized Hoodie White / Lychee/ Dress Blue,Blanco/Azul,SI,-
359460022,35946-0022,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Sport Hoodie,-,Esta hoodie est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Housemark Hoodie Lemon Verbena,Verde,SI,-
297650034,29765-0034,-,1079024864,Levi's,Juniors,Red Tab,B sico,Tops,The Graphic Classic Crew,"Sudadera sin gorro, gr fico en el frente, manga larga.",Esta hoodie Graphic Classic Crew est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Levi's Text Surf Blue,Azul Rey ,SI,-
297650030,29765-0030,-,-,Levi's,Women's,Red Tab,B sico,Tops,The Graphic Classic Crew,"Sudadera, manga larga, gr fico en el frente. ",Esta hoodie Graphic Classic Crew est  dise¤ada para un uso diario c¢modo. Su maravilloso dise¤o complemetar  tu look.,"60% Algod¢n, 40% Poli‚ster",Housemark Crew Black,Negro,SI,-
